164,238,19,43
165,238,19,43
166,238,19,43
167,238,19,42
167,238,19,42
168,238,19,42
169,238,19,42
170,238,19,42
170,238,19,42
171,238,19,42
172,238,19,42
172,238,19,42
173,238,19,42
174,238,19,42
175,238,19,42
175,238,19,42
176,238,19,42
177,238,18,42
178,238,18,42
178,238,18,42
179,238,18,42
180,238,18,42
180,238,18,42
181,237,18,42
182,237,18,42
183,237,18,42
183,237,18,42
184,237,18,42
185,237,18,42
186,237,18,42
186,237,18,42
187,237,18,41
188,237,18,41
188,237,18,41
189,237,18,41
190,237,18,41
191,237,18,41
191,237,18,41
192,237,18,41
193,237,18,41
194,237,18,41
194,237,18,41
195,237,18,41
196,237,18,41
196,237,18,41
197,237,17,41
198,237,17,41
199,237,17,41
199,237,18,41
199,237,18,41
200,237,18,41
200,237,18,41
200,237,19,41
201,237,19,41
201,237,19,41
201,237,19,41
202,237,20,41
202,237,20,41
203,237,20,41
203,237,20,41
204,237,20,41
205,237,20,41
205,237,20,41
206,237,20,41
206,237,21,41
207,237,21,41
208,237,21,41
208,237,21,41
209,237,21,41
209,237,21,41
210,237,21,41
211,237,21,41
211,237,21,41
212,237,21,41
212,237,22,41
213,237,22,41
214,237,22,41
214,237,22,41
215,237,22,41
216,237,22,41
217,237,21,41
217,237,21,41
218,237,20,41
219,237,20,41
220,237,19,41
221,237,19,41
222,237,19,41
223,237,18,41
223,237,18,41
224,237,17,41
225,237,17,41
226,237,17,41
227,237,16,41
228,237,16,41
228,237,16,41
228,237,17,41
228,237,18,41
229,237,18,41
229,237,19,41
229,237,19,41
229,237,20,41
230,237,21,41
230,237,21,41
231,237,21,41
231,237,21,41
232,237,21,41
233,237,21,41
233,237,21,41
234,237,20,41
235,237,20,41
235,237,20,41
236,237,20,41
237,237,20,41
238,237,20,41
238,237,20,41
239,237,20,41
240,238,20,41
240,238,20,41
241,238,19,41
242,238,19,41
243,238,19,41
243,238,19,41
244,238,19,41
245,238,19,41
245,238,19,41
246,238,19,41
247,238,19,41
247,238,18,41
248,238,18,41
249,238,18,41
250,238,18,41
250,238,18,41
251,238,18,41
252,238,18,41
252,238,18,41
253,238,18,41
254,238,18,41
255,238,17,41
255,238,17,41
256,238,17,41
256,238,17,41
257,238,17,41
258,238,17,41
258,238,17,41
259,238,17,41
259,238,17,41
260,238,17,41
261,238,17,41
261,238,17,41
262,238,17,41
263,238,17,41
263,238,17,41
264,238,17,41
264,238,17,41
265,238,17,41
266,238,17,41
266,238,16,41
267,238,16,41
268,238,16,41
268,238,16,41
269,238,16,41
269,238,16,41
270,238,16,41
271,238,16,41
271,238,16,41
272,237,16,41
272,237,16,41
273,237,16,41
274,237,16,41
274,237,16,41
275,237,16,41
276,237,16,41
276,237,16,41
277,237,16,41
277,237,16,41
278,237,16,41
279,237,16,41
279,237,15,41
280,237,15,41
280,237,15,41
281,237,15,41
282,237,15,41
282,237,15,41
283,237,15,41
284,237,15,41
284,237,15,41
285,237,15,41
285,237,15,41
286,237,15,41
287,237,15,41
287,237,15,41
288,237,15,41
289,237,15,41
289,237,15,41
290,237,15,41
290,237,15,41
291,237,15,41
291,237,15,41
291,237,16,41
291,237,16,41
292,237,17,41
292,237,17,41
292,237,18,41
293,237,18,41
293,237,18,41
293,237,19,41
293,237,19,41
294,237,19,41
295,237,19,42
296,237,18,42
296,237,18,42
297,237,18,42
298,237,18,42
298,237,17,42
299,237,17,42
300,237,17,42
301,236,17,42
301,236,16,42
302,236,17,42
302,236,17,42
303,236,18,42
303,236,19,42
303,236,19,42
304,236,20,42
304,236,20,42
305,236,21,42
305,236,21,42
305,236,22,42
306,236,21,42
306,237,21,42
306,237,20,41
307,237,20,42
308,237,20,42
309,237,19,42
309,237,19,42
310,236,19,42
311,236,18,42
312,236,18,42
313,236,18,42
314,236,17,43
315,236,17,43
315,236,16,43
316,236,16,43
317,236,16,43
318,236,16,43
318,236,16,43
318,236,16,43
319,236,16,43
319,236,16,42
320,236,16,42
320,236,17,42
320,236,17,42
321,237,17,42
321,237,17,42
322,237,17,41
322,237,17,41
322,237,17,41
323,237,17,41
323,237,17,41
324,237,18,41
324,237,18,41
325,237,18,41
326,237,18,41
326,237,18,41
327,237,18,41
327,237,18,41
328,237,18,41
328,237,18,41
329,237,19,41
329,237,19,41
330,237,19,41
331,237,19,41
331,237,19,41
332,236,19,41
332,236,19,41
333,236,19,41
333,236,19,41
334,236,20,41
335,236,20,41
335,236,20,41
336,236,20,41
336,236,20,41
337,236,20,41
337,236,20,41
338,236,20,41
338,236,20,41
339,236,21,41
340,236,21,41
340,236,21,41
341,236,21,41
341,236,21,41
342,236,21,41
342,236,21,41
343,236,21,41
344,236,21,41
344,236,21,41
345,236,21,41
345,236,21,41
346,236,21,41
346,236,21,41
347,236,21,41
347,236,21,41
348,236,21,41
349,236,21,41
349,236,21,41
350,236,20,41
350,236,20,41
351,236,20,41
351,236,20,41
352,236,20,41
352,236,20,41
353,236,20,41
354,236,20,41
354,236,20,41
355,236,20,41
355,236,20,41
356,236,20,41
356,236,20,41
357,236,20,41
358,236,19,41
358,236,19,41
359,236,19,41
360,236,18,41
362,236,17,41
363,236,16,41
365,236,15,41
365,235,15,41
365,235,16,42
366,235,16,42
366,235,16,42
367,235,17,42
367,235,17,42
367,235,17,42
368,235,17,42
368,235,18,42
368,235,18,42
369,235,18,42
369,235,19,42
369,235,19,42
370,235,19,42
370,234,19,42
370,234,20,42
